0	0;0;0;0;0
1	0;0;0;0;0
2	0;0;0;0;0
3	0;0;0;0;0
4	5;5;5;5;5
5	0;10;10;10;10
6	0;5;15;15;15
7	0;5;10;20;20
8	4;4;4;4;4
9	0;8;8;8;8
10	0;4;12;12;12
11	0;4;8;16;16
12	9;9;9;9;9
13	0;14;14;14;14
14	0;5;19;19;19
15	0;5;10;24;24
16	3;3;3;3;3
17	0;6;6;6;6
18	0;3;9;9;9
19	0;3;6;12;12
20	8;8;8;8;8
21	0;13;13;13;13
22	0;5;18;18;18
23	0;5;10;23;23
24	7;7;7;7;7
25	0;11;11;11;11
26	0;4;15;15;15
27	0;4;8;19;19
28	12;12;12;12;12
29	0;17;17;17;17
30	0;5;22;22;22
31	0;5;10;27;27
32	2;2;2;2;2
33	0;4;4;4;4
34	0;2;6;6;6
35	0;2;4;8;8
36	7;7;7;7;7
37	0;12;12;12;12
38	0;5;17;17;17
39	0;5;10;22;22
40	6;6;6;6;6
41	0;10;10;10;10
42	0;4;14;14;14
43	0;4;8;18;18
44	11;11;11;11;11
45	0;16;16;16;16
46	0;5;21;21;21
47	0;5;10;26;26
48	5;5;5;5;5
49	0;8;8;8;8
50	0;3;11;11;11
51	0;3;6;14;14
52	10;10;10;10;10
53	0;15;15;15;15
54	0;5;20;20;20
55	0;5;10;25;25
56	9;9;9;9;9
57	0;13;13;13;13
58	0;4;17;17;17
59	0;4;8;21;21
60	14;14;14;14;14
61	0;19;19;19;19
62	0;5;24;24;24
63	0;5;10;29;29
64	1;1;1;1;1
65	0;2;2;2;2
66	0;1;3;3;3
67	0;1;2;4;4
68	6;6;6;6;6
69	0;11;11;11;11
70	0;5;16;16;16
71	0;5;10;21;21
72	5;5;5;5;5
73	0;9;9;9;9
74	0;4;13;13;13
75	0;4;8;17;17
76	10;10;10;10;10
77	0;15;15;15;15
78	0;5;20;20;20
79	0;5;10;25;25
80	4;4;4;4;4
81	0;7;7;7;7
82	0;3;10;10;10
83	0;3;6;13;13
84	9;9;9;9;9
85	0;14;14;14;14
86	0;5;19;19;19
87	0;5;10;24;24
88	8;8;8;8;8
89	0;12;12;12;12
90	0;4;16;16;16
91	0;4;8;20;20
92	13;13;13;13;13
93	0;18;18;18;18
94	0;5;23;23;23
95	0;5;10;28;28
96	3;3;3;3;3
97	0;5;5;5;5
98	0;2;7;7;7
99	0;2;4;9;9
100	8;8;8;8;8
101	0;13;13;13;13
102	0;5;18;18;18
103	0;5;10;23;23
104	7;7;7;7;7
105	0;11;11;11;11
106	0;4;15;15;15
107	0;4;8;19;19
108	12;12;12;12;12
109	0;17;17;17;17
110	0;5;22;22;22
111	0;5;10;27;27
112	6;6;6;6;6
113	0;9;9;9;9
114	0;3;12;12;12
115	0;3;6;15;15
116	11;11;11;11;11
117	0;16;16;16;16
118	0;5;21;21;21
119	0;5;10;26;26
120	10;10;10;10;10
121	0;14;14;14;14
122	0;4;18;18;18
123	0;4;8;22;22
124	15;15;15;15;15
125	0;20;20;20;20
126	0;5;25;25;25
127	0;5;10;30;30
