native-000000	counter-chain	2,4,1,1	0-1;1-2;2-3	0	0	threshold	MMMM
native-000001	counter-chain	2,4,1,1	0-1;1-2;2-3	0	0	tail	MMMM
native-000002	counter-chain	2,4,1,1	0-1;1-2;2-3	0	0	certificate	MMMM
native-000003	counter-chain	2,4,1,1	0-1;1-2;2-3	0	1	threshold	MMMM
native-000004	counter-chain	2,4,1,1	0-1;1-2;2-3	0	1	threshold	MMMF
native-000005	counter-chain	2,4,1,1	0-1;1-2;2-3	0	1	threshold	MMFM
native-000006	counter-chain	2,4,1,1	0-1;1-2;2-3	0	1	threshold	MFMM
native-000007	counter-chain	2,4,1,1	0-1;1-2;2-3	0	1	threshold	FMMM
native-000008	counter-chain	2,4,1,1	0-1;1-2;2-3	0	1	tail	MMMM
native-000009	counter-chain	2,4,1,1	0-1;1-2;2-3	0	1	tail	MMMF
native-000010	counter-chain	2,4,1,1	0-1;1-2;2-3	0	1	tail	MMFP
native-000011	counter-chain	2,4,1,1	0-1;1-2;2-3	0	1	tail	MFMM
native-000012	counter-chain	2,4,1,1	0-1;1-2;2-3	0	1	tail	FMPP
native-000013	counter-chain	2,4,1,1	0-1;1-2;2-3	0	1	certificate	MMMM
native-000014	counter-chain	2,4,1,1	0-1;1-2;2-3	0	1	certificate	MMMF
native-000015	counter-chain	2,4,1,1	0-1;1-2;2-3	0	1	certificate	MMFP
native-000016	counter-chain	2,4,1,1	0-1;1-2;2-3	0	1	certificate	MFMM
native-000017	counter-chain	2,4,1,1	0-1;1-2;2-3	0	1	certificate	FMPP
native-000018	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	threshold	MMMM
native-000019	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	threshold	MMMF
native-000020	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	threshold	MMFM
native-000021	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	threshold	MMFF
native-000022	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	threshold	MFMM
native-000023	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	threshold	MFMF
native-000024	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	threshold	MFFM
native-000025	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	threshold	FMMM
native-000026	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	threshold	FMMF
native-000027	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	threshold	FMFM
native-000028	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	threshold	FFMM
native-000029	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	tail	MMMM
native-000030	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	tail	MMMF
native-000031	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	tail	MMFP
native-000032	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	tail	MFMM
native-000033	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	tail	MFMF
native-000034	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	tail	MFFP
native-000035	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	tail	FMPP
native-000036	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	tail	FFMM
native-000037	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	certificate	MMMM
native-000038	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	certificate	MMMF
native-000039	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	certificate	MMFP
native-000040	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	certificate	MFMM
native-000041	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	certificate	MFMF
native-000042	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	certificate	MFFP
native-000043	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	certificate	FMPP
native-000044	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	certificate	FFMM
native-000045	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	threshold	MMMM
native-000046	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	threshold	MMMF
native-000047	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	threshold	MMFM
native-000048	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	threshold	MMFF
native-000049	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	threshold	MFMM
native-000050	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	threshold	MFMF
native-000051	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	threshold	MFFM
native-000052	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	threshold	MFFF
native-000053	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	threshold	FMMM
native-000054	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	threshold	FMMF
