u00000	counter-chain	2,4,1,1	0-1;1-2;2-3	0	0	threshold	MMMM
u00001	counter-chain	2,4,1,1	0-1;1-2;2-3	0	0	tail	MMMM
u00002	counter-chain	2,4,1,1	0-1;1-2;2-3	0	1	threshold	MMMM
u00003	counter-chain	2,4,1,1	0-1;1-2;2-3	0	1	threshold	MMMF
u00004	counter-chain	2,4,1,1	0-1;1-2;2-3	0	1	threshold	MMFM
u00005	counter-chain	2,4,1,1	0-1;1-2;2-3	0	1	threshold	MFMM
u00006	counter-chain	2,4,1,1	0-1;1-2;2-3	0	1	threshold	FMMM
u00007	counter-chain	2,4,1,1	0-1;1-2;2-3	0	1	tail	MMMM
u00008	counter-chain	2,4,1,1	0-1;1-2;2-3	0	1	tail	MMMF
u00009	counter-chain	2,4,1,1	0-1;1-2;2-3	0	1	tail	MMFP
u00010	counter-chain	2,4,1,1	0-1;1-2;2-3	0	1	tail	MFMM
u00011	counter-chain	2,4,1,1	0-1;1-2;2-3	0	1	tail	FMPP
u00012	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	threshold	MMMM
u00013	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	threshold	MMMF
u00014	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	threshold	MMFM
u00015	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	threshold	MMFF
u00016	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	threshold	MFMM
u00017	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	threshold	MFMF
u00018	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	threshold	MFFM
u00019	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	threshold	FMMM
u00020	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	threshold	FMMF
u00021	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	threshold	FMFM
u00022	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	threshold	FFMM
u00023	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	tail	MMMM
u00024	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	tail	MMMF
u00025	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	tail	MMFP
u00026	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	tail	MFMM
u00027	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	tail	MFMF
u00028	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	tail	MFFP
u00029	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	tail	FMPP
u00030	counter-chain	2,4,1,1	0-1;1-2;2-3	0	2	tail	FFMM
u00031	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	threshold	MMMM
u00032	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	threshold	MMMF
u00033	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	threshold	MMFM
u00034	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	threshold	MMFF
u00035	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	threshold	MFMM
u00036	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	threshold	MFMF
u00037	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	threshold	MFFM
u00038	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	threshold	MFFF
u00039	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	threshold	FMMM
u00040	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	threshold	FMMF
u00041	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	threshold	FMFM
u00042	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	threshold	FMFF
u00043	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	threshold	FFMM
u00044	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	threshold	FFMF
u00045	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	threshold	FFFM
u00046	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	tail	MMMM
u00047	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	tail	MMMF
u00048	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	tail	MMFP
u00049	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	tail	MFMM
u00050	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	tail	MFMF
u00051	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	tail	MFFP
u00052	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	tail	FMPP
u00053	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	tail	FFMM
u00054	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	tail	FFMF
u00055	counter-chain	2,4,1,1	0-1;1-2;2-3	0	3	tail	FFFM
u00056	counter-chain	2,4,1,1	0-1;1-2;2-3	0	4	threshold	MMMM
u00057	counter-chain	2,4,1,1	0-1;1-2;2-3	0	4	threshold	MMMF
u00058	counter-chain	2,4,1,1	0-1;1-2;2-3	0	4	threshold	MMFM
u00059	counter-chain	2,4,1,1	0-1;1-2;2-3	0	4	threshold	MMFF
u00060	counter-chain	2,4,1,1	0-1;1-2;2-3	0	4	threshold	MFMM
u00061	counter-chain	2,4,1,1	0-1;1-2;2-3	0	4	threshold	MFMF
u00062	counter-chain	2,4,1,1	0-1;1-2;2-3	0	4	threshold	MFFM
u00063	counter-chain	2,4,1,1	0-1;1-2;2-3	0	4	threshold	MFFF
u00064	counter-chain	2,4,1,1	0-1;1-2;2-3	0	4	threshold	FMMM
u00065	counter-chain	2,4,1,1	0-1;1-2;2-3	0	4	threshold	FMMF
u00066	counter-chain	2,4,1,1	0-1;1-2;2-3	0	4	threshold	FMFM
u00067	counter-chain	2,4,1,1	0-1;1-2;2-3	0	4	threshold	FMFF
u00068	counter-chain	2,4,1,1	0-1;1-2;2-3	0	4	threshold	FFMM
u00069	counter-chain	2,4,1,1	0-1;1-2;2-3	0	4	threshold	FFMF
u00070	counter-chain	2,4,1,1	0-1;1-2;2-3	0	4	threshold	FFFM
u00071	counter-chain	2,4,1,1	0-1;1-2;2-3	0	4	threshold	FFFF
u00072	counter-chain	2,4,1,1	0-1;1-2;2-3	0	4	tail	MMMM
u00073	counter-chain	2,4,1,1	0-1;1-2;2-3	0	4	tail	MMMF
u00074	counter-chain	2,4,1,1	0-1;1-2;2-3	0	4	tail	MMFP
u00075	counter-chain	2,4,1,1	0-1;1-2;2-3	0	4	tail	MFMM
u00076	counter-chain	2,4,1,1	0-1;1-2;2-3	0	4	tail	MFMF
u00077	counter-chain	2,4,1,1	0-1;1-2;2-3	0	4	tail	MFFP
u00078	counter-chain	2,4,1,1	0-1;1-2;2-3	0	4	tail	FMPP
u00079	counter-chain	2,4,1,1	0-1;1-2;2-3	0	4	tail	FFMM
u00080	counter-chain	2,4,1,1	0-1;1-2;2-3	0	4	tail	FFMF
u00081	counter-chain	2,4,1,1	0-1;1-2;2-3	0	4	tail	FFFM
u00082	counter-chain	2,4,1,1	0-1;1-2;2-3	0	4	tail	FFFF
u00083	counter-chain	2,4,1,1	0-1;1-2;2-3	0	5	threshold	MMMM
u00084	counter-chain	2,4,1,1	0-1;1-2;2-3	0	5	threshold	MMMF
u00085	counter-chain	2,4,1,1	0-1;1-2;2-3	0	5	threshold	MMFM
u00086	counter-chain	2,4,1,1	0-1;1-2;2-3	0	5	threshold	MMFF
u00087	counter-chain	2,4,1,1	0-1;1-2;2-3	0	5	threshold	MFMM
u00088	counter-chain	2,4,1,1	0-1;1-2;2-3	0	5	threshold	MFMF
u00089	counter-chain	2,4,1,1	0-1;1-2;2-3	0	5	threshold	MFFM
u00090	counter-chain	2,4,1,1	0-1;1-2;2-3	0	5	threshold	MFFF
u00091	counter-chain	2,4,1,1	0-1;1-2;2-3	0	5	threshold	FMMM
u00092	counter-chain	2,4,1,1	0-1;1-2;2-3	0	5	threshold	FMMF
u00093	counter-chain	2,4,1,1	0-1;1-2;2-3	0	5	threshold	FMFM
u00094	counter-chain	2,4,1,1	0-1;1-2;2-3	0	5	threshold	FMFF
u00095	counter-chain	2,4,1,1	0-1;1-2;2-3	0	5	threshold	FFMM
u00096	counter-chain	2,4,1,1	0-1;1-2;2-3	0	5	threshold	FFMF
u00097	counter-chain	2,4,1,1	0-1;1-2;2-3	0	5	threshold	FFFM
u00098	counter-chain	2,4,1,1	0-1;1-2;2-3	0	5	threshold	FFFF
u00099	counter-chain	2,4,1,1	0-1;1-2;2-3	0	5	tail	MMMM
u00100	counter-chain	2,4,1,1	0-1;1-2;2-3	0	5	tail	MMMF
u00101	counter-chain	2,4,1,1	0-1;1-2;2-3	0	5	tail	MMFP
u00102	counter-chain	2,4,1,1	0-1;1-2;2-3	0	5	tail	MFMM
u00103	counter-chain	2,4,1,1	0-1;1-2;2-3	0	5	tail	MFMF
u00104	counter-chain	2,4,1,1	0-1;1-2;2-3	0	5	tail	MFFP
u00105	counter-chain	2,4,1,1	0-1;1-2;2-3	0	5	tail	FMPP
u00106	counter-chain	2,4,1,1	0-1;1-2;2-3	0	5	tail	FFMM
u00107	counter-chain	2,4,1,1	0-1;1-2;2-3	0	5	tail	FFMF
u00108	counter-chain	2,4,1,1	0-1;1-2;2-3	0	5	tail	FFFM
u00109	counter-chain	2,4,1,1	0-1;1-2;2-3	0	5	tail	FFFF
u00110	counter-chain	2,4,1,1	0-1;1-2;2-3	1	0	threshold	MMMM
u00111	counter-chain	2,4,1,1	0-1;1-2;2-3	1	0	tail	MMMM
u00112	counter-chain	2,4,1,1	0-1;1-2;2-3	1	1	threshold	MMMM
u00113	counter-chain	2,4,1,1	0-1;1-2;2-3	1	1	threshold	MMMFM
u00114	counter-chain	2,4,1,1	0-1;1-2;2-3	1	1	threshold	MMFMM
u00115	counter-chain	2,4,1,1	0-1;1-2;2-3	1	1	threshold	MFMMM
u00116	counter-chain	2,4,1,1	0-1;1-2;2-3	1	1	threshold	FMMMM
u00117	counter-chain	2,4,1,1	0-1;1-2;2-3	1	1	tail	MMMM
u00118	counter-chain	2,4,1,1	0-1;1-2;2-3	1	1	tail	MMMFM
u00119	counter-chain	2,4,1,1	0-1;1-2;2-3	1	1	tail	MMFMM
u00120	counter-chain	2,4,1,1	0-1;1-2;2-3	1	1	tail	MFMMM
u00121	counter-chain	2,4,1,1	0-1;1-2;2-3	1	1	tail	FMMMM
u00122	counter-chain	2,4,1,1	0-1;1-2;2-3	1	2	threshold	MMMM
u00123	counter-chain	2,4,1,1	0-1;1-2;2-3	1	2	threshold	MMMFM
