frontier-run-000000	common-two-chain-k0-slack_three-0	distinct	replay	0	SS	0	none
frontier-run-000001	common-two-chain-k0-slack_three-0	colliding	replay	0	SS	0	none
frontier-run-000002	common-two-chain-k0-slack_three-0	distinct	replay	1	SS	0	none
frontier-run-000003	common-two-chain-k0-slack_three-0	distinct	replay	1	SFS	0	none
frontier-run-000004	common-two-chain-k0-slack_three-0	distinct	replay	1	FSS	0	none
frontier-run-000005	common-two-chain-k0-slack_three-0	colliding	replay	1	SS	0	none
frontier-run-000006	common-two-chain-k0-slack_three-0	colliding	replay	1	SFS	0	none
frontier-run-000007	common-two-chain-k0-slack_three-0	colliding	replay	1	FSS	0	none
frontier-run-000008	common-two-chain-k0-slack_three-0	distinct	replay	2	SS	0	none
frontier-run-000009	common-two-chain-k0-slack_three-0	distinct	replay	2	SFS	0	none
frontier-run-000010	common-two-chain-k0-slack_three-0	distinct	replay	2	SFFS	0	none
frontier-run-000011	common-two-chain-k0-slack_three-0	distinct	replay	2	FSS	0	none
frontier-run-000012	common-two-chain-k0-slack_three-0	distinct	replay	2	FSFS	0	none
frontier-run-000013	common-two-chain-k0-slack_three-0	distinct	replay	2	FFSS	0	none
frontier-run-000014	common-two-chain-k0-slack_three-0	colliding	replay	2	SS	0	none
frontier-run-000015	common-two-chain-k0-slack_three-0	colliding	replay	2	SFS	0	none
frontier-run-000016	common-two-chain-k0-slack_three-0	colliding	replay	2	SFFS	0	none
frontier-run-000017	common-two-chain-k0-slack_three-0	colliding	replay	2	FSS	0	none
frontier-run-000018	common-two-chain-k0-slack_three-0	colliding	replay	2	FSFS	0	none
frontier-run-000019	common-two-chain-k0-slack_three-0	colliding	replay	2	FFSS	0	none
frontier-run-000020	common-two-chain-k0-slack_three-0	distinct	replay	3	SS	0	none
frontier-run-000021	common-two-chain-k0-slack_three-0	distinct	replay	3	SFS	0	none
frontier-run-000022	common-two-chain-k0-slack_three-0	distinct	replay	3	SFFS	0	none
frontier-run-000023	common-two-chain-k0-slack_three-0	distinct	replay	3	SFFFS	0	none
frontier-run-000024	common-two-chain-k0-slack_three-0	distinct	replay	3	FSS	0	none
frontier-run-000025	common-two-chain-k0-slack_three-0	distinct	replay	3	FSFS	0	none
frontier-run-000026	common-two-chain-k0-slack_three-0	distinct	replay	3	FSFFS	0	none
frontier-run-000027	common-two-chain-k0-slack_three-0	distinct	replay	3	FFSS	0	none
frontier-run-000028	common-two-chain-k0-slack_three-0	distinct	replay	3	FFSFS	0	none
frontier-run-000029	common-two-chain-k0-slack_three-0	distinct	replay	3	FFFSS	0	none
frontier-run-000030	common-two-chain-k0-slack_three-0	colliding	replay	3	SS	0	none
frontier-run-000031	common-two-chain-k0-slack_three-0	colliding	replay	3	SFS	0	none
frontier-run-000032	common-two-chain-k0-slack_three-0	colliding	replay	3	SFFS	0	none
frontier-run-000033	common-two-chain-k0-slack_three-0	colliding	replay	3	SFFFS	0	none
frontier-run-000034	common-two-chain-k0-slack_three-0	colliding	replay	3	FSS	0	none
frontier-run-000035	common-two-chain-k0-slack_three-0	colliding	replay	3	FSFS	0	none
frontier-run-000036	common-two-chain-k0-slack_three-0	colliding	replay	3	FSFFS	0	none
frontier-run-000037	common-two-chain-k0-slack_three-0	colliding	replay	3	FFSS	0	none
frontier-run-000038	common-two-chain-k0-slack_three-0	colliding	replay	3	FFSFS	0	none
frontier-run-000039	common-two-chain-k0-slack_three-0	colliding	replay	3	FFFSS	0	none
frontier-run-000040	common-two-chain-k0-slack_three-0	distinct	concurrent	3	-	11	none
frontier-run-000041	common-two-chain-k0-slack_three-0	distinct	concurrent	3	-	23	none
frontier-run-000042	common-two-chain-k0-slack_three-0	colliding	concurrent	3	-	11	none
frontier-run-000043	common-two-chain-k0-slack_three-0	colliding	concurrent	3	-	23	none
frontier-run-000044	common-two-chain-k0-slack_three-1	distinct	replay	0	SS	0	none
frontier-run-000045	common-two-chain-k0-slack_three-1	colliding	replay	0	SS	0	none
frontier-run-000046	common-two-chain-k0-slack_three-1	distinct	replay	1	SS	0	none
frontier-run-000047	common-two-chain-k0-slack_three-1	distinct	replay	1	SF	0	none
frontier-run-000048	common-two-chain-k0-slack_three-1	distinct	replay	1	FS	0	none
frontier-run-000049	common-two-chain-k0-slack_three-1	colliding	replay	1	SS	0	none
frontier-run-000050	common-two-chain-k0-slack_three-1	colliding	replay	1	SF	0	none
frontier-run-000051	common-two-chain-k0-slack_three-1	colliding	replay	1	FS	0	none
frontier-run-000052	common-two-chain-k0-slack_three-1	distinct	replay	2	SS	0	none
frontier-run-000053	common-two-chain-k0-slack_three-1	distinct	replay	2	SFS	0	none
frontier-run-000054	common-two-chain-k0-slack_three-1	distinct	replay	2	SFF	0	none
frontier-run-000055	common-two-chain-k0-slack_three-1	distinct	replay	2	FSS	0	none
frontier-run-000056	common-two-chain-k0-slack_three-1	distinct	replay	2	FSF	0	none
frontier-run-000057	common-two-chain-k0-slack_three-1	distinct	replay	2	FFS	0	none
frontier-run-000058	common-two-chain-k0-slack_three-1	colliding	replay	2	SS	0	none
frontier-run-000059	common-two-chain-k0-slack_three-1	colliding	replay	2	SFS	0	none
frontier-run-000060	common-two-chain-k0-slack_three-1	colliding	replay	2	SFF	0	none
frontier-run-000061	common-two-chain-k0-slack_three-1	colliding	replay	2	FSS	0	none
frontier-run-000062	common-two-chain-k0-slack_three-1	colliding	replay	2	FSF	0	none
frontier-run-000063	common-two-chain-k0-slack_three-1	colliding	replay	2	FFS	0	none
frontier-run-000064	common-two-chain-k0-slack_three-1	distinct	replay	3	SS	0	none
frontier-run-000065	common-two-chain-k0-slack_three-1	distinct	replay	3	SFS	0	none
frontier-run-000066	common-two-chain-k0-slack_three-1	distinct	replay	3	SFFS	0	none
frontier-run-000067	common-two-chain-k0-slack_three-1	distinct	replay	3	SFFF	0	none
frontier-run-000068	common-two-chain-k0-slack_three-1	distinct	replay	3	FSS	0	none
