b5_original_r0_warmup_1_d10	warmup	5	1	10	original	0
b5_original_r0_warmup_1_d1000	warmup	5	1	1000	original	0
b5_original_r0_warmup_1_d0	warmup	5	1	0	original	0
b5_original_r0_warmup_1_d100	warmup	5	1	100	original	0
b5_original_r0_warmup_2_d1000	warmup	5	2	1000	original	0
b5_original_r0_warmup_2_d10	warmup	5	2	10	original	0
b5_original_r0_warmup_2_d0	warmup	5	2	0	original	0
b5_original_r0_warmup_2_d100	warmup	5	2	100	original	0
b5_original_r0_measurement_1_d0	measurement	5	1	0	original	0
b5_original_r0_measurement_1_d10	measurement	5	1	10	original	0
b5_original_r0_measurement_1_d100	measurement	5	1	100	original	0
b5_original_r0_measurement_1_d1000	measurement	5	1	1000	original	0
b5_original_r0_measurement_2_d100	measurement	5	2	100	original	0
b5_original_r0_measurement_2_d10	measurement	5	2	10	original	0
b5_original_r0_measurement_2_d0	measurement	5	2	0	original	0
b5_original_r0_measurement_2_d1000	measurement	5	2	1000	original	0
b5_original_r0_measurement_3_d0	measurement	5	3	0	original	0
b5_original_r0_measurement_3_d10	measurement	5	3	10	original	0
b5_original_r0_measurement_3_d100	measurement	5	3	100	original	0
b5_original_r0_measurement_3_d1000	measurement	5	3	1000	original	0
b5_original_r0_measurement_4_d1000	measurement	5	4	1000	original	0
b5_original_r0_measurement_4_d0	measurement	5	4	0	original	0
b5_original_r0_measurement_4_d100	measurement	5	4	100	original	0
b5_original_r0_measurement_4_d10	measurement	5	4	10	original	0
b5_original_r0_measurement_5_d0	measurement	5	5	0	original	0
b5_original_r0_measurement_5_d10	measurement	5	5	10	original	0
b5_original_r0_measurement_5_d100	measurement	5	5	100	original	0
b5_original_r0_measurement_5_d1000	measurement	5	5	1000	original	0
b5_original_r0_measurement_6_d100	measurement	5	6	100	original	0
b5_original_r0_measurement_6_d0	measurement	5	6	0	original	0
b5_original_r0_measurement_6_d1000	measurement	5	6	1000	original	0
b5_original_r0_measurement_6_d10	measurement	5	6	10	original	0
b5_original_r0_measurement_7_d10	measurement	5	7	10	original	0
b5_original_r0_measurement_7_d100	measurement	5	7	100	original	0
b5_original_r0_measurement_7_d0	measurement	5	7	0	original	0
b5_original_r0_measurement_7_d1000	measurement	5	7	1000	original	0
b5_original_r0_measurement_8_d1000	measurement	5	8	1000	original	0
b5_original_r0_measurement_8_d10	measurement	5	8	10	original	0
b5_original_r0_measurement_8_d0	measurement	5	8	0	original	0
b5_original_r0_measurement_8_d100	measurement	5	8	100	original	0
b5_original_r0_measurement_9_d10	measurement	5	9	10	original	0
b5_original_r0_measurement_9_d1000	measurement	5	9	1000	original	0
b5_original_r0_measurement_9_d100	measurement	5	9	100	original	0
b5_original_r0_measurement_9_d0	measurement	5	9	0	original	0
b5_original_r0_measurement_10_d0	measurement	5	10	0	original	0
b5_original_r0_measurement_10_d1000	measurement	5	10	1000	original	0
b5_original_r0_measurement_10_d100	measurement	5	10	100	original	0
b5_original_r0_measurement_10_d10	measurement	5	10	10	original	0
