f2-0000	warmup	2	-2	64	1	0	two	normal
f2-0001	warmup	2	-2	64	1	0	three	normal
f2-0002	warmup	2	-2	64	1	0	original	normal
f2-0003	warmup	2	-2	1	1	1	original	normal
f2-0004	warmup	2	-2	1	1	1	two	normal
f2-0005	warmup	2	-2	1	1	1	three	normal
f2-0006	warmup	2	-2	256	1	1	two	normal
f2-0007	warmup	2	-2	256	1	1	three	normal
f2-0008	warmup	2	-2	256	1	1	original	normal
f2-0009	warmup	2	-2	64	0	0	original	normal
f2-0010	warmup	2	-2	64	0	0	two	normal
f2-0011	warmup	2	-2	64	0	0	three	normal
f2-0012	warmup	2	-2	1	2	0	three	normal
f2-0013	warmup	2	-2	1	2	0	two	normal
f2-0014	warmup	2	-2	1	2	0	original	normal
f2-0015	warmup	2	-2	256	1	5	two	normal
f2-0016	warmup	2	-2	256	1	5	original	normal
f2-0017	warmup	2	-2	256	1	5	three	normal
f2-0018	warmup	2	-2	1	2	3	three	normal
f2-0019	warmup	2	-2	1	2	3	two	normal
f2-0020	warmup	2	-2	1	2	3	original	normal
f2-0021	warmup	2	-2	256	2	2	original	normal
f2-0022	warmup	2	-2	256	2	2	two	normal
f2-0023	warmup	2	-2	256	2	2	three	normal
f2-0024	warmup	2	-2	64	1	2	two	normal
f2-0025	warmup	2	-2	64	1	2	three	normal
f2-0026	warmup	2	-2	64	1	2	original	normal
f2-0027	warmup	2	-2	256	2	6	original	normal
f2-0028	warmup	2	-2	256	2	6	three	normal
f2-0029	warmup	2	-2	256	2	6	two	normal
f2-0030	warmup	2	-2	8	2	6	three	normal
f2-0031	warmup	2	-2	8	2	6	original	normal
f2-0032	warmup	2	-2	8	2	6	two	normal
f2-0033	warmup	2	-2	256	2	0	original	normal
f2-0034	warmup	2	-2	256	2	0	two	normal
f2-0035	warmup	2	-2	256	2	0	three	normal
f2-0036	warmup	2	-2	64	2	2	three	normal
f2-0037	warmup	2	-2	64	2	2	original	normal
f2-0038	warmup	2	-2	64	2	2	two	normal
f2-0039	warmup	2	-2	256	1	0	three	normal
f2-0040	warmup	2	-2	256	1	0	original	normal
f2-0041	warmup	2	-2	256	1	0	two	normal
f2-0042	warmup	2	-2	1	1	5	three	normal
