uniform/b0/distinct/hybrid/path_00000	selected-uniform-five	hybrid	distinct	0	-	SSSSS	0
uniform/b0/distinct/fixed/path_00000	selected-uniform-five	fixed	distinct	0	0,1,2,3,4	SSSSS	0
uniform/b0/distinct/look_fast/path_00000	selected-uniform-five	look_fast	distinct	0	-	SSSSS	0
uniform/b0/distinct/look_protected/path_00000	selected-uniform-five	look_protected	distinct	0	-	SSSSS	0
uniform/b0/distinct/cached/path_00000	selected-uniform-five	cached	distinct	0	-	MMMMM	0
uniform/b0/colliding/hybrid/path_00000	selected-uniform-five	hybrid	colliding	0	-	SSSSS	0
uniform/b0/colliding/fixed/path_00000	selected-uniform-five	fixed	colliding	0	0,1,2,3,4	SSSSS	0
uniform/b0/colliding/look_fast/path_00000	selected-uniform-five	look_fast	colliding	0	-	SSSSS	0
uniform/b0/colliding/look_protected/path_00000	selected-uniform-five	look_protected	colliding	0	-	SSSSS	0
uniform/b0/colliding/cached/path_00000	selected-uniform-five	cached	colliding	0	-	MMMMM	0
uniform/b1/distinct/hybrid/path_00000	selected-uniform-five	hybrid	distinct	1	-	SSSSS	0
uniform/b1/distinct/hybrid/path_00001	selected-uniform-five	hybrid	distinct	1	-	SSSSFS	0
uniform/b1/distinct/hybrid/path_00002	selected-uniform-five	hybrid	distinct	1	-	SSSFSS	0
uniform/b1/distinct/hybrid/path_00003	selected-uniform-five	hybrid	distinct	1	-	SSFSSS	0
uniform/b1/distinct/hybrid/path_00004	selected-uniform-five	hybrid	distinct	1	-	SFSSSS	0
uniform/b1/distinct/hybrid/path_00005	selected-uniform-five	hybrid	distinct	1	-	FSSSSS	0
uniform/b1/distinct/fixed/path_00000	selected-uniform-five	fixed	distinct	1	0,1,2,3,4	SSSSS	0
uniform/b1/distinct/fixed/path_00001	selected-uniform-five	fixed	distinct	1	0,1,2,3,4	SSSSFS	0
uniform/b1/distinct/fixed/path_00002	selected-uniform-five	fixed	distinct	1	0,1,2,3,4	SSSFSS	0
uniform/b1/distinct/fixed/path_00003	selected-uniform-five	fixed	distinct	1	0,1,2,3,4	SSFSSS	0
uniform/b1/distinct/fixed/path_00004	selected-uniform-five	fixed	distinct	1	0,1,2,3,4	SFSSSS	0
uniform/b1/distinct/fixed/path_00005	selected-uniform-five	fixed	distinct	1	0,1,2,3,4	FSSSSS	0
uniform/b1/distinct/look_fast/path_00000	selected-uniform-five	look_fast	distinct	1	-	SSSSS	0
uniform/b1/distinct/look_fast/path_00001	selected-uniform-five	look_fast	distinct	1	-	SSSSFS	0
uniform/b1/distinct/look_fast/path_00002	selected-uniform-five	look_fast	distinct	1	-	SSSFSS	0
uniform/b1/distinct/look_fast/path_00003	selected-uniform-five	look_fast	distinct	1	-	SSFSSS	0
uniform/b1/distinct/look_fast/path_00004	selected-uniform-five	look_fast	distinct	1	-	SFSSSS	0
uniform/b1/distinct/look_fast/path_00005	selected-uniform-five	look_fast	distinct	1	-	FSSSSS	0
uniform/b1/distinct/look_protected/path_00000	selected-uniform-five	look_protected	distinct	1	-	SSSSS	0
