run-000000	fresh-0000	distinct	replay	0	SS	0	none
run-000001	fresh-0000	colliding	replay	0	SS	0	none
run-000002	fresh-0000	distinct	replay	1	S	0	none
run-000003	fresh-0000	distinct	replay	1	FS	0	none
run-000004	fresh-0000	colliding	replay	1	S	0	none
run-000005	fresh-0000	colliding	replay	1	FS	0	none
run-000006	fresh-0000	distinct	replay	2	S	0	none
run-000007	fresh-0000	distinct	replay	2	FS	0	none
run-000008	fresh-0000	distinct	replay	2	FFS	0	none
run-000009	fresh-0000	colliding	replay	2	S	0	none
run-000010	fresh-0000	colliding	replay	2	FS	0	none
run-000011	fresh-0000	colliding	replay	2	FFS	0	none
run-000012	fresh-0000	distinct	replay	3	S	0	none
run-000013	fresh-0000	distinct	replay	3	FS	0	none
run-000014	fresh-0000	distinct	replay	3	FFS	0	none
run-000015	fresh-0000	distinct	replay	3	FFFS	0	none
run-000016	fresh-0000	colliding	replay	3	S	0	none
run-000017	fresh-0000	colliding	replay	3	FS	0	none
run-000018	fresh-0000	colliding	replay	3	FFS	0	none
run-000019	fresh-0000	colliding	replay	3	FFFS	0	none
run-000020	fresh-0000	distinct	replay	4	S	0	none
run-000021	fresh-0000	distinct	replay	4	FS	0	none
run-000022	fresh-0000	distinct	replay	4	FFS	0	none
run-000023	fresh-0000	distinct	replay	4	FFFS	0	none
run-000024	fresh-0000	distinct	replay	4	FFFFS	0	none
run-000025	fresh-0000	colliding	replay	4	S	0	none
run-000026	fresh-0000	colliding	replay	4	FS	0	none
run-000027	fresh-0000	colliding	replay	4	FFS	0	none
run-000028	fresh-0000	colliding	replay	4	FFFS	0	none
run-000029	fresh-0000	colliding	replay	4	FFFFS	0	none
run-000030	fresh-0000	distinct	concurrent	1	-	2026090901	none
run-000031	fresh-0000	distinct	concurrent	1	-	2026090902	none
run-000032	fresh-0000	distinct	concurrent	1	-	2026090903	none
run-000033	fresh-0000	colliding	concurrent	1	-	2026090901	none
run-000034	fresh-0000	colliding	concurrent	1	-	2026090902	none
run-000035	fresh-0000	colliding	concurrent	1	-	2026090903	none
run-000036	fresh-0000	distinct	concurrent	2	-	2026090901	none
run-000037	fresh-0000	distinct	concurrent	2	-	2026090902	none
run-000038	fresh-0000	distinct	concurrent	2	-	2026090903	none
run-000039	fresh-0000	colliding	concurrent	2	-	2026090901	none
run-000040	fresh-0000	colliding	concurrent	2	-	2026090902	none
run-000041	fresh-0000	colliding	concurrent	2	-	2026090903	none
run-000042	fresh-0000	distinct	concurrent	4	-	2026090901	none
run-000043	fresh-0000	distinct	concurrent	4	-	2026090902	none
run-000044	fresh-0000	distinct	concurrent	4	-	2026090903	none
run-000045	fresh-0000	colliding	concurrent	4	-	2026090901	none
run-000046	fresh-0000	colliding	concurrent	4	-	2026090902	none
run-000047	fresh-0000	colliding	concurrent	4	-	2026090903	none
run-000048	fresh-0000	distinct	concurrent	8	-	2026090901	none
run-000049	fresh-0000	distinct	concurrent	8	-	2026090902	none
run-000050	fresh-0000	distinct	concurrent	8	-	2026090903	none
run-000051	fresh-0000	colliding	concurrent	8	-	2026090901	none
run-000052	fresh-0000	colliding	concurrent	8	-	2026090902	none
run-000053	fresh-0000	colliding	concurrent	8	-	2026090903	none
run-000054	fresh-0001	distinct	replay	0	SSS	0	none
run-000055	fresh-0001	colliding	replay	0	SSS	0	none
run-000056	fresh-0001	distinct	replay	1	S	0	none
run-000057	fresh-0001	distinct	replay	1	FSSS	0	none
run-000058	fresh-0001	colliding	replay	1	S	0	none
run-000059	fresh-0001	colliding	replay	1	FSSS	0	none
run-000060	fresh-0001	distinct	replay	2	S	0	none
run-000061	fresh-0001	distinct	replay	2	FS	0	none
run-000062	fresh-0001	distinct	replay	2	FFSSS	0	none
run-000063	fresh-0001	colliding	replay	2	S	0	none
run-000064	fresh-0001	colliding	replay	2	FS	0	none
run-000065	fresh-0001	colliding	replay	2	FFSSS	0	none
run-000066	fresh-0001	distinct	replay	3	S	0	none
run-000067	fresh-0001	distinct	replay	3	FS	0	none
run-000068	fresh-0001	distinct	replay	3	FFS	0	none
run-000069	fresh-0001	distinct	replay	3	FFFSSS	0	none
run-000070	fresh-0001	colliding	replay	3	S	0	none
run-000071	fresh-0001	colliding	replay	3	FS	0	none
run-000072	fresh-0001	colliding	replay	3	FFS	0	none
run-000073	fresh-0001	colliding	replay	3	FFFSSS	0	none
run-000074	fresh-0001	distinct	replay	4	-	0	none
run-000075	fresh-0001	colliding	replay	4	-	0	none
run-000076	fresh-0001	distinct	concurrent	1	-	2026090901	none
run-000077	fresh-0001	distinct	concurrent	1	-	2026090902	none
run-000078	fresh-0001	distinct	concurrent	1	-	2026090903	none
run-000079	fresh-0001	colliding	concurrent	1	-	2026090901	none
